"Variable1"	"Variable2"	"Variable3"	"Variable4"	"Variable5"	"Variable6"	"Variable7"	"Variable8"	"Variable9"	"Variable10"
-1.71742194651964	0.934950007620508	-1.94804558239398	0.697220283907284	-0.865617075430686	-0.985859867909643	0.417885234561155	1.64389280034598	-1.46737945013461	-1.19819215012763
2.41529289501403	0.0850037045779712	-0.975399771337657	0.677660844106977	0.617483048035385	-0.716337983905663	1.95665310230394	-1.25519012419193	0.356850405023685	1.63798372736411
-0.544261023161854	-0.495262623759125	1.11736408293219	-0.877826174391312	0.407387126452748	0.271034356297016	-1.07727853974277	0.57319282568646	0.129011668211611	-1.20348151391764
-1.00149524462031	2.72768700469084	-0.984955630241769	2.37267756647211	-1.23114127305464	0.15283884929719	3.03479026243385	-1.05582906736934	-0.946440705612223	-1.85096819684345
-0.648168226488225	-0.206894303707672	-2.03603067067659	1.29257284117965	1.07719614473915	0.88827221716803	0.212933416784736	-0.6160037321874	-0.887847191141465	2.03020742238806
-0.667619866951188	-2.72359097207624	4.50562424272614	-0.696294613694643	-0.682298736524323	1.33168320563744	-2.7045566673264	0.39833420155353	1.45091673827331	-0.0126970556104407
-1.09539054104572	-1.2833790014708	0.754635604199488	1.60673780422415	-1.34214934970642	-0.453625195175326	0.260565066841706	1.26351759574954	-0.114534399747192	-0.294509670458279
-1.40454629808226	-1.95490610172956	2.13629422036603	0.367317505745792	1.0050771978933	2.11456376329237	-1.73084328908271	-0.331508195120628	0.421902769219777	0.262305615710085
0.054187356547646	0.236917181103968	0.0254794056225365	-1.08068301341525	-1.55851590837609	-2.79200129144069	0.674290640420304	2.72374321685011	0.935044298282336	-3.57295299886934
-1.63667964844772	-2.34868561876698	0.695854091309125	1.57824209521693	1.22788776978623	1.2842145998104	-1.04296204231135	0.534827662643893	-1.20273127140037	0.892850610313625
-0.582640822761626	1.84852125463319	0.682541081779321	0.647325192665956	-1.67607601961809	0.374801942685878	0.959633940289433	-0.831045546774054	-0.0283532064955435	-1.11732398108554
-0.727569796689303	2.28083867333322	-0.309912327925611	-1.1798243692261	-1.79922972916516	0.722881826657777	-0.825502840905364	-0.854876431480042	0.82399811005683	0.131574819335786
1.58357484370641	-1.61288563904654	0.202220117141314	-0.456096948348153	0.466549042991124	-1.33342571691933	0.10362744290783	0.851920699897564	0.68866424946184	0.505273642609663
-4.07136873275003	-0.718204464064142	-1.43317971050224	2.22368678153168	-1.18630771930843	1.18639429755298	-1.93711037710633	1.54379071685112	-3.06712981986332	2.02534100642198
-1.18385469502108	0.0857742185465054	-0.288395323358349	-0.0344785221115418	-0.304589452982975	1.0590138299468	-1.25543859061071	-0.212165575353194	-0.226811516888507	1.1351566334148
0.830563675127125	-0.827988216254946	1.68494153704679	-0.776711163360103	-0.864978742486574	-1.01512497288594	-0.378095478617772	0.86762973315694	0.697065381605724	-0.691745505701716
1.8315783108908	-0.71631755595267	0.563328419522079	-1.15185128935351	0.776213732123234	-0.493828792630137	-0.33551078313806	-0.257328988711586	0.548250051999495	0.802711341599644
-0.397516216139559	-1.04393723187714	0.682115909569925	0.0420147181275727	0.629300190134891	1.39120921884257	-1.26883437994903	-0.653447368822255	0.225232455109952	1.5383775280492
-0.83683961936083	-2.11518948254138	1.33831830493665	-1.06832674434725	1.50259945123879	1.65540888152458	-2.87593080557043	0.126209628602424	0.306242690705885	1.1843438793202
-0.425103315624214	1.42403846775108	-1.08827663795464	-1.44380446973179	-0.420092965643874	-0.413790080418745	-0.722391646272084	0.499623804124773	-0.198904507512882	-0.671100363412397
0.976036509686766	0.979774870555514	-0.893536415374861	-2.01264709598871	2.10067875044007	-0.647849108452805	0.314533313324954	0.114457729596254	0.283446691067101	-2.32730839113322
-1.60396571036403	-1.78628528222253	0.481733620097253	-0.351359419121559	1.43311777704115	0.864494643124803	-2.76527585590052	1.26853213074768	-2.45322160499465	0.936625251476718
-1.00787392962168	-0.120050747071272	-1.72805647530916	1.53491906083446	3.01564450410891	2.68965984126052	0.521578236306839	-2.14515820601774	-0.199480308435992	1.32474468049698
3.06269661770096	-0.221051359401437	1.30596333546969	-0.894051525419222	-0.891982316510823	-2.90046716530049	1.64140731184471	0.89007763505452	0.764283734325936	-1.44196000483804
-1.27596636007732	0.577239323648968	-1.54668105822853	-0.6452906529565	0.441681982101001	0.885560285179485	-1.43579549242078	0.00448283206871063	-0.613411481820333	0.989958090776944
-0.227272026999118	0.914869140706512	-1.68240564000917	1.32666478839048	-1.77730355461811	-2.0843930652406	2.11549314808752	1.40437690376659	-0.409821094995774	-1.20856156845514
-0.208832538993717	2.25026624616911	-1.14155855763111	2.38767574988069	-2.02588557254495	-0.430494374557662	3.1480394417568	-0.974561533948547	-0.0717853995870859	-0.641932771408212
